titleid|console|mediatype|name|namelang|parentallevel|icon|iconlang|resolution|soundformat
BCAS25005|ps3|disc|FINAL FANTASY XIII ||5|http://tmdb.np.dl.playstation.net/tmdb/BCAS25005_00_EFC280149ECAC36600EC261D26AC625C3EADEB57/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCAS25008|ps3|disc|Killzone™3||9|http://tmdb.np.dl.playstation.net/tmdb/BCAS25008_00_DADE0886E3540DBC1DBF15EBD450B0CFC44BBD3F/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCAS25009|ps3|disc|Uncharted 3: Drake's Deception™|"<name lang=""9"">Uncharted 3: 황금사막의 아틀란티스™</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BCAS25009_00_C8C744651FAE5FF7E17FCE563630227778546679/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCAS25012|ps3|disc|Resistance 3||9|http://tmdb.np.dl.playstation.net/tmdb/BCAS25012_00_6BBCF237B611033FB5D1407CB453FACE260371EF/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCAS25014|ps3|disc|Uncharted 3: Drake's Deception™ Game of the Year|"<name lang=""9"">Uncharted 3: 황금사막의 아틀란티스™ Game of the Year</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BCAS25014_00_02D09C1BFCDDDF0F281AD75717A2755B231FAE67/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCAS25016|ps3|disc|God of War: Ascension™||9|http://tmdb.np.dl.playstation.net/tmdb/BCAS25016_00_86E940961761555E2DFD5CF547A1037583178615/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCAS25017|ps3|disc|Beyond: Two Souls™||9|http://tmdb.np.dl.playstation.net/tmdb/BCAS25017_00_5EEDB98AF93DB59DCE7E7ED94DA13C7E84C90D7F/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCAS25018|ps3|disc|Gran Turismo®6||3|http://tmdb.np.dl.playstation.net/tmdb/BCAS25018_00_E68235B9CEEF85EE5CCCFF4D44C740AAE8BFFE3F/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCES00001|ps3|disc|Resistance: Fall of Man™|"<name lang=""0"">レジスタンス：人類没落の日</name><name lang=""9"">Resistance: 인류몰락의 날</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BCES00001_00_450BB6A9DD03003688233DB04FA72AB1A2874A90/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BCES00002|ps3|disc|Genji™: Days of the Blade|"<name lang=""0"">Genji™: Days of the Blade</name><name lang=""1"">Genji™: Days of the Blade</name><name lang=""2"">Genji™: Days of the Blade</name><name lang=""3"">Genji™: Days of the Blade</name><name lang=""4"">Genji™: Days of the Blade</name><name lang=""5"">Genji™: Days of the Blade</name><name lang=""6"">Genji™: Days of the Blade</name><name lang=""7"">Genji™: Days of the Blade</name><name lang=""8"">Genji™: Days of the Blade</name><name lang=""9"">Genji™: Days of the Blade</name><name lang=""10"">Genji™: Days of the Blade</name><name lang=""11"">Genji™: Days of the Blade</name>"|7|http://tmdb.np.dl.playstation.net/tmdb/BCES00002_00_5F916B0B25C41B66EBD4EE873746CB1B5476C92B/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BCES00004|ps3|disc|Lair|"<name lang=""0"">RISEFROMLAIR</name><name lang=""1"">Lair</name>"|7|http://tmdb.np.dl.playstation.net/tmdb/BCES00004_00_3797DC3620073538B9ACAFD4880A7D4C04607D79/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BCES00005|ps3|disc|Formula One™ Championship Edition||2|http://tmdb.np.dl.playstation.net/tmdb/BCES00005_00_875FD2389BD8A185CC8FB26E5D4852B43BDDF408/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BCES00006|ps3|disc|MotorStorm™||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00006_00_1F7E763FF1A40014E98935C9ECDAAD7EF1E6E103/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BCES00007|ps3|disc|THE EYE OF JUDGMENT™||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00007_00_810D2AA1729265E150833840A655EF61BBBF4E03/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BCES00008|ps3|disc|Warhawk™||7|http://tmdb.np.dl.playstation.net/tmdb/BCES00008_00_300A43BD9C313FDF2D6D4674EA1674FD5EEC42DB/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BCES00009|ps3|disc|RIDGE RACER 7||2|http://tmdb.np.dl.playstation.net/tmdb/BCES00009_00_F0EFF4E7752D3BCB4A763A8B1489980674570F1B/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BCES00011|ps3|disc|SingStar®||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00011_00_5B56358ADC6887C8E3017763F4A69482C5B5C807/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00030|ps3|disc|SingStar®||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00030_00_396DDCBB39F22765D7EC66F7AD0ADFBD853A9469/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00031|ps3|disc|SingStar®||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00031_00_93775CF6450076112A62BF6E42EEC5883A3331F9/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00032|ps3|disc|SingStar®||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00032_00_56AD9AE0093575B936E26E32C077FF1BA397CF6B/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00050|ps3|disc|Folklore™||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00050_00_E875A7B720891D351607C13C0C4FAE854E3E5269/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BCES00051|ps3|disc|SingStar®||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00051_00_0FFC867517CB94D7349509ABD1405787171360DA/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00052|ps3|disc|Ratchet &amp; Clank: Tools of Destruction™|"<name lang=""2"">Ratchet &amp; Clank: Opération Destruction™</name><name lang=""3"">Ratchet &amp; Clank: Armados hasta los dientes™</name><name lang=""5"">Ratchet &amp; Clank: Armi di distruzione™</name>"|3|http://tmdb.np.dl.playstation.net/tmdb/BCES00052_00_99655E7B2D423C16E4AFF43271080A3987F22457/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BCES00057|ps3|disc|TIME CRISIS™ 4||7|http://tmdb.np.dl.playstation.net/tmdb/BCES00057_00_00EC5AA12198D4364ED0B4A9966EEF4097A33CFA/ICON0.PNG||576,720|2LPCM,Dolby
BCES00065|ps3|disc|Uncharted: Drake's Fortune™|"<name lang=""0"">アンチャーテッド：エル・ドラドの秘宝</name><name lang=""3"">Uncharted: El Tesoro de Drake™</name><name lang=""4"">Uncharted: Drakes Schicksal™</name><name lang=""9"">UNCHARTED: 엘도라도의 보물™</name>"|7|http://tmdb.np.dl.playstation.net/tmdb/BCES00065_00_E3C2B9C750732074D83311E3428CAF6E0D60301D/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCES00068|ps3|disc|Everybody's Golf™: World Tour||2|http://tmdb.np.dl.playstation.net/tmdb/BCES00068_00_3D85E170AAA493E8E664D8309E818A34612E7B37/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BCES00069|ps3|disc|EyeCreate™||2|http://tmdb.np.dl.playstation.net/tmdb/BCES00069_00_AF1983FB95EAC5F609B9800A51EB892310421B37/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
BCES00078|ps3|disc|Heavenly Sword™ |"<name lang=""0"">Heavenly Sword™</name><name lang=""1"">Heavenly Sword™ </name><name lang=""2"">Heavenly Sword™</name><name lang=""3"">Heavenly Sword™</name><name lang=""4"">Heavenly Sword™</name><name lang=""5"">Heavenly Sword™</name><name lang=""6"">Heavenly Sword™</name><name lang=""7"">Heavenly Sword™</name><name lang=""8"">Heavenly Sword™</name><name lang=""9"">Heavenly Sword™</name><name lang=""10"">Heavenly Sword™</name><name lang=""11"">Heavenly Sword™</name>"|7|http://tmdb.np.dl.playstation.net/tmdb/BCES00078_00_AFF5F09AE418740DEC1508896B5778CE49C97E62/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BCES00081|ps3|disc|Killzone®2||9|http://tmdb.np.dl.playstation.net/tmdb/BCES00081_00_439992C98B272BF21D2A206177F63298D9D11C8D/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCES00096|ps3|disc|PlayTV™||1|http://tmdb.np.dl.playstation.net/tmdb/BCES00096_00_A9291492A5EE06EB2999061EF8BE66CCE7A97912/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
BCES00098|ps3|disc|Buzz!™: Quiz TV|"<name lang=""3"">Buzz!™: El Multiconcurso</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BCES00098_00_905BBE3A2EAAD40102FB08E3075790FF0AED6842/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00099|ps3|disc|Buzz!™: Quiz TV||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00099_00_EDE188C8D88B47BDD8BE6495335899137CD709DC/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00100|ps3|disc|BIG!: Quiz TV||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00100_00_D1EC31561A5200958492D608372EBF29A7E88C39/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00104|ps3|disc|GRAN TURISMO 5 Prologue||2|http://tmdb.np.dl.playstation.net/tmdb/BCES00104_00_FFEF45139FB74CD3EE6297E76C822E23FFFD9B5B/ICON0.PNG||576,720,1080,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BCES00112|ps3|disc|NBA 08||3|http://tmdb.np.dl.playstation.net/tmdb/BCES00112_00_75AB5237E0391C97165E7325636B07276EC0CD71/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BCES00129|ps3|disc|MOTORSTORM®: PACIFIC RIFT||7|http://tmdb.np.dl.playstation.net/tmdb/BCES00129_00_7A87966FBCE08E7FCFE34698F3A55436A6A20BDC/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCES00141|ps3|disc|LittleBigPlanet™|"<name lang=""0"">リトルビッグプラネット™</name>"|3|http://tmdb.np.dl.playstation.net/tmdb/BCES00141_00_E427626E7653F6C8E07C6F23034B9F876D1241DB/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00173|ps3|disc|SOCOM: Confrontation|"<name lang=""0"">SOCOM: Confrontation</name><name lang=""1"">SOCOM: Confrontation</name><name lang=""2"">SOCOM: Confrontation</name><name lang=""3"">SOCOM: Confrontation</name><name lang=""4"">SOCOM: Confrontation</name><name lang=""5"">SOCOM: Confrontation</name><name lang=""6"">SOCOM: Confrontation</name><name lang=""7"">SOCOM: Confrontation</name><name lang=""8"">SOCOM: Confrontation</name><name lang=""9"">SOCOM: Confrontation</name><name lang=""10"">SOCOM: Confrontation</name><name lang=""11"">SOCOM: Confrontation</name><name lang=""12"">SOCOM: Confrontation</name><name lang=""13"">SOCOM: Confrontation</name><name lang=""14"">SOCOM: Confrontation</name><name lang=""15"">SOCOM: Confrontation</name>"|7|http://tmdb.np.dl.playstation.net/tmdb/BCES00173_00_B50364EC0EF575444847253ADAAC53F1436E0E6D/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCES00185|ps3|disc|SingStar® Vol 2||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00185_00_DCBE20D0995A5B0E04BA7D358F2DE8A7B1E86852/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00195|ps3|disc|Buzz!™: Quiz TV||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00195_00_E1F3C0CAF810E8CADBF37BA31766E6130DA5AAE2/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00216|ps3|disc|SingStar® Vol.3||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00216_00_05C2E041411282BA25FE0E417F2A3CA916725C64/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00220|ps3|disc|inFamous||0|http://tmdb.np.dl.playstation.net/tmdb/BCES00220_00_B3B93545C447D8B8AF9BFAFA0EDF260B5F2E1E48/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCES00225|ps3|disc|White Knight Chronicles™|"<name lang=""1"">White Knight Chronicles™</name><name lang=""2"">White Knight Chronicles™</name><name lang=""3"">White Knight Chronicles™</name><name lang=""4"">White Knight Chronicles™</name><name lang=""5"">White Knight Chronicles™</name>"|7|http://tmdb.np.dl.playstation.net/tmdb/BCES00225_00_BEC5D88D4F48DC02026277FE75A405CB2BD3A044/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BCES00226|ps3|disc|Resistance 2™|"<name lang=""9"">레지스탕스 2™</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BCES00226_00_26DF2EFCF1F5C8A782919E0B56A1697BC2889893/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BCES00233|ps3|disc|SingStar® Vol 2||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00233_00_2001BB9774E24D2C2454D8F205D2D9D7A5500D70/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00234|ps3|disc|SingStar® Vol 2||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00234_00_6A8472938953D39652E4904A9C14F5400175DB61/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00235|ps3|disc|SingStar® Vol 2||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00235_00_F292E081EB017973E1C8A14882BFE52AA160AA96/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00264|ps3|disc|SingStar® Hits||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00264_00_40EE853A16C56B34C7E08B07B06877D5E71C9DBF/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00265|ps3|disc|SingStar® Vol.3||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00265_00_F6AA34F1468FDFC85D7DAECF28198EA7EACAD8F3/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00266|ps3|disc|SingStar® Vol.3||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00266_00_98AD2AD20E47F2BDF403E8DD6E9373C4E585E0A0/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00267|ps3|disc|SingStar® Vol.3||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00267_00_BCB1FC845AD6E1354328B3AA6A7C1C745AF9C127/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00293|ps3|disc|SingStar® Pop Edition||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00293_00_41702D629B49B0A08D0B7F934A27B4A52F291948/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00294|ps3|disc|Siren Blood Curse™||9|http://tmdb.np.dl.playstation.net/tmdb/BCES00294_00_71ECE467713C86C07637D99C0530FD0C6EA7E4E2/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BCES00301|ps3|disc|Ratchet &amp; Clank™: Quest For Booty|"<name lang=""3"">Ratchet &amp;  Clank™: En busca del tesoro</name><name lang=""5"">Ratchet &amp;  Clank™: Alla ricerca del tesoro</name><name lang=""7"">Ratchet &amp; Clank™: Caça ao Tesouro</name>"|3|http://tmdb.np.dl.playstation.net/tmdb/BCES00301_00_C06A721A91CBEFFBBEB62A93A9158613755A2FDF/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCES00303|ps3|disc|Buzz!™: Quiz TV - Special Edition|"<name lang=""2"">Buzz!™: Quiz TV - Édition Collector</name><name lang=""3"">Buzz!™: El Multiconcurso - Special Edition</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BCES00303_00_9737EC3CF02900BFEFAE9792B3C54C5AD6D41AAC/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00304|ps3|disc|Buzz!™: Quiz TV - Special Edition||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00304_00_44F8270E6FC9719645EA169CBB8D595F468FA064/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00305|ps3|disc|Buzz!™: Quiz TV - Special Edition||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00305_00_6E9C9FA4A28246EE6C050A9A280CADA624B61656/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00341|ps3|disc|SingStar® Pop Edition||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00341_00_B7AF1EF9F18FD74C5E29748D07E59F2A74D46C10/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00342|ps3|disc|SingStar® Pop 2009||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00342_00_4049193A1092E2F918A9FF3F716D8DD5738DC428/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00343|ps3|disc|SingStar® Svenska Stjärnor||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00343_00_3DB96209337DAC4656569A66D89137B1A78A843B/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00344|ps3|disc|SingStar® SuomiPop||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00344_00_A9BAF0EAAD235C5A76154DC72BA49EEA2A98F39F/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00345|ps3|disc|SingStar® A Tutto Pop||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00345_00_E0A1504E9F4F27EC74A9FC5277C100A3F1AB7090/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00346|ps3|disc|SingStar® Hits 2||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00346_00_4A44EE12C13219B76DAB13D0E0EFF5DE2EDBC7E4/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00347|ps3|disc|Buzz!™: Brain of the UK||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00347_00_ECD52DE7C361271BA3BBE1523FF041C77605D4BF/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00348|ps3|disc|Buzz!™: Le Plus Malin Des Français||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00348_00_4047F1764A05F1EBFC6C0944DEA07052E71DEEB5/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00349|ps3|disc|Buzz!™: Il Quizzone Nazionale||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00349_00_24D994DBD4C523E57F24D5D1C430C1CB28B4DC20/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00350|ps3|disc|Buzz!™: Deutschlands Superquiz||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00350_00_DEB2E8DB7E9831FFC3DE98364121352B6273143B/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00351|ps3|disc|Buzz!™:¿Qué sabes de tu país?||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00351_00_43BBCF395A71DAE90EFC1BA4E56B2D5724388DDA/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00363|ps3|disc|Buzz!™: Brain Of Oz||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00363_00_B4FEC2CECC0CE9C7F7391E0180BB9056B114FB0B/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00364|ps3|disc|Buzz!™: Brain of...||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00364_00_E5B8A75A855B95E940DF31B4A590552869DBE77E/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00365|ps3|disc|Buzz!™: Brain of Switzerland||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00365_00_D6130F011E71425A167CC261F0ED4B86EB6BD3F9/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00366|ps3|disc|Buzz!™: Brain of...||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00366_00_1726F8B4EB3AED8C378B0AAB9BA8686BCBA92742/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00367|ps3|disc|Buzz!™: Brain of...||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00367_00_02A7A6FE7A3664A79EDD762DF2AC2E17739577CF/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00381|ps3|disc|SingStar® ABBA||2|http://tmdb.np.dl.playstation.net/tmdb/BCES00381_00_324A7521EB799A18D79ABB4DB9D3E006695DF7E3/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00423|ps3|disc|SingStar® ABBA||2|http://tmdb.np.dl.playstation.net/tmdb/BCES00423_00_684DC38BEB81E11E542E696E35A7FCD2A8379191/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00440|ps3|disc|Buzz!™: Quiz World||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00440_00_F5E3BAB99ACEB66C34CC065B7370D1F12C3F2A00/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00458|ps3|disc|HEAVY RAIN™||9|http://tmdb.np.dl.playstation.net/tmdb/BCES00458_00_54953F892B3D50EDCF91C71ACEF8722EF937ABE9/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00459|ps3|disc|Buzz!™: Brain of...|"<name lang=""7"">Buzz!™: Quem é o Génio Português?</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BCES00459_00_AB49B0F44DAF03F9B6D58D9FC2F98E4B067F7042/ICON0.PNG||576,720,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BCES00463|ps3|disc|The Shoot™||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00463_00_2DF62D36D084DA4E4A5C842154B34423FC6876ED/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,Dolby
BCES00483|ps3|disc|EyePet™||2|http://tmdb.np.dl.playstation.net/tmdb/BCES00483_00_E60754DE463C71012D033C539FF150421D4C749A/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
BCES00484|ps3|disc|MOTORSTORM®: APOCALYPSE||7|http://tmdb.np.dl.playstation.net/tmdb/BCES00484_00_4E9A80B1CA19C13B494DD89E011FADD25FDE98A8/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCES00494|ps3|disc|SingStar® Queen||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00494_00_2343C37FC9822B9BA3C7330A2B8248742EF56908/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00509|ps3|disc|Uncharted 2: Among Thieves™|"<name lang=""0"">アンチャーテッド®黄金刀と消えた船団</name><name lang=""3"">Uncharted 2: El reino de los ladrones™</name><name lang=""5"">Uncharted 2: Il covo dei ladri™</name><name lang=""9"">Uncharted 2: 황금도와 사라진 함대™</name>"|7|http://tmdb.np.dl.playstation.net/tmdb/BCES00509_00_8ACD6594F3EC4123AB027BA6059FF29672DBBB12/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCES00510|ps3|disc|God of War® III|"<name lang=""8"">God of War™ III</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BCES00510_00_9F512E7E699EEA7EC5D82919E1FE9BA691DFFF63/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCES00511|ps3|disc|Ratchet &amp; Clank: A Crack in Time|"<name lang=""3"">Ratchet &amp; Clank: Atrapados en el Tiempo</name><name lang=""5"">Ratchet &amp; Clank: A Spasso nel Tempo</name>"|3|http://tmdb.np.dl.playstation.net/tmdb/BCES00511_00_687E3A4A1940761AE4469204E9849D6D034EF9E8/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BCES00518|ps3|disc|SingStar® Morangos Com Açúcar||2|http://tmdb.np.dl.playstation.net/tmdb/BCES00518_00_06EE9F707BD4F089494D8FA08437691EEF46E5E8/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00519|ps3|disc|SingStar® Mallorca Party||5|http://tmdb.np.dl.playstation.net/tmdb/BCES00519_00_5E50D44D96AE9A0CC740A615E4FD12FF9FF8B97A/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BCES00520|ps3|disc|SingStar® Studio 100||2|http://tmdb.np.dl.playstation.net/tmdb/BCES00520_00_3500880EFAD9E1AF6E38A32C2D0D6E7B18F3E111/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
