titleid|console|mediatype|name|namelang|parentallevel|icon|iconlang|resolution|soundformat
BLUS30578|ps3|disc|FAMILY GAME NIGHT 3|"<name lang=""2"">ON JOUE EN FAMILLE 3</name><name lang=""3"">JUEGOS EN FAMILIA 3</name><name lang=""4"">SPIEL MAL WIEDER! 3</name><name lang=""5"">FAMILY PARTY 3</name><name lang=""6"">HFSA 3</name>"|3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30578_00_399070F66AF21FF616846A1BFC0F115545E3D409/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30580|ps3|disc|SHIFT 2 UNLEASHED™||0|http://tmdb.np.dl.playstation.net/tmdb/BLUS30580_00_F954110D4E97FB802922BE2ADCE34ABC50BBF205/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30581|ps3|disc|Dragon Ball: Raging Blast 2||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30581_00_8135D13537D98610CA691B2B4F85BBC969E7D58F/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30582|ps3|disc|Knights Contract||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30582_00_7677B345EB72D3AAE83E0A017F10572688CCD548/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30583|ps3|disc|DC Universe Online||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30583_00_CA9047F6438DB872AB1F568D87F61C063E1BEC24/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30585|ps3|disc|Red Faction: Armageddon||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30585_00_BB1A298B31875A9C33931931C8A5F6256BB4932E/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30587|ps3|disc|Zumba Fitness||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30587_00_9F033610BBE3CFD1E547595F4DE3038FD64D7326/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,Dolby
BLUS30588|ps3|disc|WWE All Stars||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30588_00_694C2F8F85930354076880AEEACC2F00CF4CC80A/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30591|ps3|disc|Call of Duty®: Black Ops||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30591_00_49CCBF8B11D212A1317A57CB159A241424F86F18/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30592|ps3|disc|NBA ELITE 11||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30592_00_20F73DDD5B666DA868362D3C44AFDE340EEE6FC1/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30593|ps3|disc|The Lord of the Rings: Aragorn's Quest™|"<name lang=""1"">The Lord of the Rings: Aragorn's Quest™</name><name lang=""2"">Le Seigneur des Anneaux : La Quête d'Aragorn™</name><name lang=""3"">El Señor de los Anillos: Las Aventuras de Aragorn™</name><name lang=""7"">O Senhor dos Anéis: A Busca de Aragorn™</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30593_00_750528A3FD74BE3B0A7D57EE862BA5F3E81EB132/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30596|ps3|disc|Yoostar2||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30596_00_6431AB5873DC80AC9F241C785145ABCBB208D462/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
BLUS30597|ps3|disc|John Daly's ProStroke Golf||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30597_00_62F217B5FD8C37A4A1C2C44156757C0294EC4DD7/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30603|ps3|disc|Disney Sing It: Party Hits||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30603_00_5DF2D5C026CCEA54AEF7B289C88C1B4BF3526588/ICON0.PNG||480,720,1080,480SQ|2LPCM
BLUS30604|ps3|disc|NASCAR The Game 2011||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30604_00_16D67DC238089DEA96AB906BBC1DEC6F457FA3BC/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30606|ps3|disc|Create™||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30606_00_D4145F138D2E8B679DA3E415E31CA1B7B3859487/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30607|ps3|disc|Alice: Madness Returns™|"<name lang=""2"">Alice : Retour au Pays de la Folie™</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30607_00_6237BE507A443E0771418775FA3E3F43A10F8D81/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30608|ps3|disc|FIGHT NIGHT CHAMPION||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30608_00_3A0BA9685637322CD41C33987DD57E9A1F0D3461/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30609|ps3|disc|The Sims™ 3|"<name lang=""2"">Les Sims™ 3</name><name lang=""3"">Los Sims™ 3</name><name lang=""4"">Die Sims™ 3</name><name lang=""5"">The Sims™ 3</name><name lang=""6"">De Sims™ 3</name><name lang=""8"">The Sims™ 3</name><name lang=""16"">The Sims™ 3</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30609_00_C68D246B102427D16B634EFB0B8A805D9A2CF4B4/ICON0.PNG||480,576,720,1080|2LPCM,5.1LPCM,7.1LPCM
BLUS30610|ps3|disc|Pro Evolution Soccer 2011||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30610_00_798BA0A1BC00C5037D51371D137B172E44B0C317/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30612|ps3|disc|SONIC GENERATIONS|"<name lang=""0"">ソニック ジェネレーションズ 白の時空</name><name lang=""1"">SONIC GENERATIONS</name><name lang=""2"">SONIC GENERATIONS</name><name lang=""3"">SONIC GENERATIONS</name><name lang=""4"">SONIC GENERATIONS</name><name lang=""5"">SONIC GENERATIONS</name>"|3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30612_00_59C81D268DDFFB6C1FF6300AEBE39ADBE76896FF/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30613|ps3|disc|ACE COMBAT ASSAULT HORIZON [US]||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30613_00_3DF6AECDBAC3EA2B597ECEAEBD56F306F967AC13/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30614|ps3|disc|Rio™||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30614_00_53E14ED672F05597D79B98730312265EDB6CB1AC/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30615|ps3|disc|Duke Nukem Forever||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30615_00_E931FBD9BB7FED80E2713BD7586C9E09E4591CA8/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30616|ps3|disc|The Penguins of Madagascar|"<name lang=""2"">Les Pingouins de Madagascar</name><name lang=""3"">Los Pingüinos de Madagascar</name><name lang=""4"">Die Pinguine aus Madagascar</name><name lang=""5"">I Pinguini di Madagascar</name><name lang=""6"">De Pinguïns van Madagascar</name>"|3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30616_00_3C8C8B422BC1B9552D6D48F7B0D505DBB0C64C71/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30621|ps3|disc|WWE SmackDown vs. RAW 2011||0|http://tmdb.np.dl.playstation.net/tmdb/BLUS30621_00_EA83B3CB298A8475C807555FA1D58549790F12E4/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30622|ps3|disc|Power Gig: Rise of the SixString||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30622_00_849B034C596842371EBDB0056F829E39FFDCAC35/ICON0.PNG||480,720,1080|2LPCM,5.1LPCM,Dolby
BLUS30623|ps3|disc|Rock Band® Country Track Pack™ 2|"<name lang=""1"">Rock Band® Country Track Pack™ 2</name><name lang=""2"">Rock Band® Country Track Pack™ 2</name><name lang=""3"">Rock Band® Country Track Pack™ 2</name><name lang=""4"">Rock Band® Country Track Pack™ 2</name><name lang=""5"">Rock Band® Country Track Pack™ 2</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30623_00_7EFBA93C5764030BC412135FFCDAA35039C82DA9/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30624|ps3|disc|Dead Space™ 2||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30624_00_1CF62BDBB4D7E6D9D6C06EFC55D6882258D6DE93/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30626|ps3|disc|Fallout: New Vegas||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30626_00_895AE43FBD1F6C388592B5DF80ACE15BCE040B04/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30627|ps3|disc|Fallout: New Vegas||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30627_00_5718C24A4212B7A3EEEA8F01F25EE9DD3F3E9C94/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30629|ps3|disc|BioShock Infinite||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30629_00_F1C65DB7949737B48580B38E594C9B73C655C469/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,DTS
BLUS30630|ps3|disc|FIFA 11||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30630_00_6F839D6000512FA049AF1ABEFE0E1F2E0C11550C/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30631|ps3|disc|Crysis®2|"<name lang=""1"">Crysis®2</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30631_00_4ABEB3B4BD03069212E0958A45A330B8C138F46B/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30632|ps3|disc|ANARCHY REIGNS||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30632_00_44171769DA6F47B9BFB6C43FE7F895ADF73B7D47/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30633|ps3|disc|Deadliest Catch: Sea of Chaos|"<name lang=""1"">Deadliest Catch: Sea of Chaos</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30633_00_64D812B397AA439F8EB32D498A1369B6E1E3C268/ICON0.PNG||480,720,1080|2LPCM
BLUS30634|ps3|disc|Kung Fu Panda® 2||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30634_00_4AE06A1DDB2AF8CE4E7A2F4B07948A32E54D3BF8/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30636|ps3|disc|Venetica||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30636_00_DC457AFE020F7BC312B40D1DC64CF158BF020538/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
BLUS30639|ps3|disc|Ar tonelico Qoga Knell of Ar Ciel||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30639_00_0E2429310EC3A20DE88B58A29582B142130155E3/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30640|ps3|disc|Lucha Libre AAA: Héroes del Ring||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30640_00_FC63325E97B4E4073810701BB3F4830DE1A46A5F/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30641|ps3|disc|The Cursed Crusade||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30641_00_11852E9AD191BEE3C40FA5FD81BE6216323D95BC/ICON0.PNG||480,720,480SQ|2LPCM
BLUS30642|ps3|disc|Captain America™: Super Soldier|"<name lang=""2"">Captain America™: Super Soldat</name><name lang=""3"">Capitán América™: Supersoldado</name><name lang=""4"">Captain America™: Super Soldier</name><name lang=""5"">Captain America™: Il Super Soldato</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30642_00_06CDD1B9A54539D3B0D46159D6DC0489610A9747/ICON0.PNG||480,576,720|2LPCM,5.1LPCM,Dolby,DTS
BLUS30643|ps3|disc|YAKUZA 4||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30643_00_056B08E9592316DF7062A4353F1C5E3F18ADC944/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30645|ps3|disc|Dragon Age II||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30645_00_D263126DA868CD4DA352EDF22C89A45139B1FB40/ICON0.PNG||480,576,720|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30649|ps3|disc|Dragon Age: Origins - Ultimate Edition||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30649_00_83027BAD93C00316F03A21ACD58D65AE89AC6024/ICON0.PNG||480,576,720,1080|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30650|ps3|disc|Mass Effect™ 2||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30650_00_9D4D8A54D384F3466A0C4ABF0A059F0BB4B5E258/ICON0.PNG||480,576,720|2LPCM,5.1LPCM,Dolby
BLUS30651|ps3|disc|Bulletstorm|"<name lang=""0"">バレットストーム</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30651_00_4AC1D730ACC1EA4F69EF330DE8550BB2643CC0EB/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30652|ps3|disc|NO MORE HEROES HEROES' PARADISE||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30652_00_33ABC93D2A56DCFEC5B3C03195E9F23EC7CD31BE/ICON0.PNG||480,720|2LPCM,5.1LPCM,Dolby
BLUS30653|ps3|disc|Shadows of the Damned™|"<name lang=""0"">Shadows of the Damned™</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30653_00_8AD65AD8B615CCF4D79944D94D6AD04910DD58E7/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30654|ps3|disc|NeverDead||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30654_00_1B2FC2C0459FAEA4AAD0BCDA2F59807342C9F732/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30656|ps3|disc|MotoGP 10/11||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30656_00_FBC3A04156767B80734158760DA2A0BC0634FD7D/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30658|ps3|disc|Rock of the Dead||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30658_00_830B79E0F4C7CC1DC863BE4D3BE9E2F1015125FF/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM
BLUS30663|ps3|disc|Ben 10 Ultimate Alien: Cosmic Destruction|"<name lang=""1"">Ben 10 Ultimate Alien: Cosmic Destruction</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30663_00_F80AF35F75DD0C37E8A10D9148C7AFCF43DDF15A/ICON0.PNG||480,720|2LPCM
BLUS30664|ps3|disc|Get Fit With Mel B||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30664_00_A116E871C7B652ABA960F51A598C57281D1AC737/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM
BLUS30665|ps3|disc|Nat Geo Challenge! Wild Life||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30665_00_29822533D3FF92C8BD284821320314CA128BA674/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30666|ps3|disc|Saints Row: The Third||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30666_00_970D466F7977B6EE6AD4E223A2E5BAD9BBD8BD62/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30667|ps3|disc|Fit in Six|"<name lang=""1"">Fit in Six</name><name lang=""2"">Fit in Six</name><name lang=""3"">Fit in Six</name>"|3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30667_00_93955F6045CF4439E4414501045BA866A8B1D82F/ICON0.PNG||480,720,480SQ|2LPCM
BLUS30669|ps3|disc|Child of Eden|"<name lang=""1"">Child of Eden</name><name lang=""2"">Child of Eden</name><name lang=""3"">Child of Eden</name>"|4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30669_00_ED5D3AD8F9AA1A7252B64570F6C8556B725F61AB/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30670|ps3|disc|Rocksmith||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30670_00_54C4B265DEED6C043A817C68F5AF11ED886CE865/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM
BLUS30674|ps3|disc|Green Lantern: Rise of the Manhunters|"<name lang=""1"">Green Lantern: Rise of the Manhunters</name><name lang=""2"">Green Lantern: La Révolte des Manhunters</name><name lang=""3"">Green Lantern - Linterna Verde: Rise of the Manhunters</name><name lang=""7"">Lanterna Verde: A Ascensão dos Caçadores Cósmicos</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30674_00_A555B107AAEEDEF11B5C376E4697DC026A1523A8/ICON0.PNG||480,576,720|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30678|ps3|disc|Rango||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30678_00_39B75B69EE0AA12B3BF17E0FCE669EF832893C77/ICON0.PNG||480,576,720|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30681|ps3|disc|TRANSFORMERS: Fall of Cybertron|"<name lang=""2"">TRANSFORMERS : la chute de Cybertron</name><name lang=""3"">TRANSFORMERS: La Caída de Cybertron</name><name lang=""4"">TRANSFORMERS: Untergang von Cybertron</name><name lang=""5"">TRANSFORMERS: La Caduta di Cybertron</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30681_00_1D7734CC626FD6551B7EBE74657DD1910347A36B/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30682|ps3|disc|Grand Theft Auto IV: Complete Edition||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30682_00_C289F16DA8833D03B280A65184D4710981A0E35C/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30683|ps3|disc|SBK®X Superbike World Championship||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30683_00_693A00A0A26B7EE7D8F53B0D6FC3F6404E1D73CD/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BLUS30684|ps3|disc|Superstars® V8 Next Challenge||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30684_00_D9744618854B8652276FE7E80DBD99240A2FD589/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BLUS30686|ps3|disc|Record of Agarest War Zero|"<name lang=""1"">Record of Agarest War Zero</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30686_00_38AB78C5FEE97E6DBDB5E9AA34CC1EAC1BC5F9D2/ICON0.PNG||480,720,480SQ|2LPCM
BLUS30687|ps3|disc|Far Cry® 3||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30687_00_E649028AC9982102C0515F21332A794A385C27B2/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30688|ps3|disc|Earth Defense Force®: Insect Armageddon™||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30688_00_B29525185F5474106180DD31495743DAFAF90149/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30689|ps3|disc|NBA 2K11||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30689_00_277C6D9E9BAD750D73B6BB93AB1CFC72F000A5EF/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30690|ps3|disc|Dynasty Warriors 7||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30690_00_FD6B36000C6DCA0BACB529ACCA88CE8A23863EEF/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,Dolby
BLUS30693|ps3|disc|UFC Personal Trainer||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30693_00_CD0FBC8E12028E52A39DB6774F6769D206D82655/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30694|ps3|disc|Mayhem 3D||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30694_00_B18A82AFB356C7D45EED6D230632C2233D85A222/ICON0.PNG||480,720,480SQ|2LPCM
BLUS30696|ps3|disc|NBA JAM||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30696_00_20BA09D43F04597BC4D0396C610FEACA4F17C9B3/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30697|ps3|disc|Michael Jackson The Experience||4|http://tmdb.np.dl.playstation.net/tmdb/BLUS30697_00_D1F685585BFC516F16B453BDA27BF6706CAB2A66/ICON0.PNG||480,576,720,1080,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30699|ps3|disc|WRC FIA World Rally Championship||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30699_00_85852CD9F14A297191F1059F2089D7F65FADB7B0/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM
BLUS30700|ps3|disc|Naughty Bear Gold Edition||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30700_00_14513BCC71B44BC863DAC6ADFF9F769F9DBB1F46/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby,DTS
BLUS30701|ps3|disc|Hyperdimension Neptunia|"<name lang=""0"">超次元ゲイム ネプテューヌ</name><name lang=""1"">Hyperdimension Neptunia</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30701_00_D349582501DAA8A3BCFE1AAD3645959B5EC3C8BC/ICON0.PNG||480,720,1080,480SQ|2LPCM
BLUS30703|ps3|disc|DYNASTY WARRIORS: GUNDAM 3|"<name lang=""1"">DYNASTY WARRIORS: GUNDAM 3</name><name lang=""2"">DYNASTY WARRIORS: GUNDAM 3</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30703_00_181AC4E779305A4B31063C2C258C3B236D4E4825/ICON0.PNG||480,720,480SQ|2LPCM,Dolby
BLUS30704|ps3|disc|Operation Flashpoint®: Red River™||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30704_00_AB44C46EB548FA185D25D0662348EF6EFFFB3AE1/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30705|ps3|disc|Tiger Woods PGA TOUR® 12: The Masters®||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30705_00_59B71111D74B4C6503962A350FFD7AA41C74E3D3/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30706|ps3|disc|Supremacy MMA||0|http://tmdb.np.dl.playstation.net/tmdb/BLUS30706_00_F3A3FD5B905F12AC61745A899646DEAB83C1331E/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30707|ps3|disc|MX vs. ATV Alive||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30707_00_E234833CE42E35DA26A51D0E1B10622482F3194D/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30709|ps3|disc|TRANSFORMERS Dark of The Moon|"<name lang=""1"">TRANSFORMERS Dark of The Moon</name><name lang=""2"">TRANSFORMERS 3: La Face Cachée de la Lune</name>"|5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30709_00_13FDAC2CDEAEBD38831C3A2C025DD3D58E9A464A/ICON0.PNG||480,720,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30710|ps3|disc|Kingdoms of Amalur: Reckoning|"<name lang=""1"">Kingdoms of Amalur: Reckoning</name><name lang=""2"">Les Royaumes d'Amalur : Reckoning</name><name lang=""3"">Kingdoms of Amalur: Reckoning</name><name lang=""4"">Kingdoms of Amalur: Reckoning</name><name lang=""5"">Kingdoms of Amalur: Reckoning</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30710_00_0642B680A6D85E0166C0E473F15CE97E846A160C/ICON0.PNG||480,576,720|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30711|ps3|disc|Red Dead Redemption||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30711_00_4F657145475C1F9FE169CDFC1F1517528FF2DC31/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
BLUS30712|ps3|disc|Mafia II Director's Cut||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30712_00_AE02B72FA844A0AD645A7BB16D79966EC8818619/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30717|ps3|disc|Dead Space™ 2 Standard|"<name lang=""3"">Dead Space™ 2 Estándar</name>"|9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30717_00_BF0C84DB1E2B29C9B77893F447D912F9CC2C54E2/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby
BLUS30718|ps3|disc|The Tomb Raider Trilogy||5|http://tmdb.np.dl.playstation.net/tmdb/BLUS30718_00_3EAA12A8AEDB1FEE524A43B1BC4C7456CE0F3B0F/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30719|ps3|disc|Major League Baseball 2K11||3|http://tmdb.np.dl.playstation.net/tmdb/BLUS30719_00_98A41005EC8B7F86385B5B04642D4FBFD27FEDF0/ICON0.PNG||480,720,1080,480SQ|2LPCM,5.1LPCM,7.1LPCM,Dolby,DTS
BLUS30720|ps3|disc|Dragon's Dogma||9|http://tmdb.np.dl.playstation.net/tmdb/BLUS30720_00_D1B96825E2E07ACA2C94142D50ED3FCBE4D86D85/ICON0.PNG||480,576,720,480SQ,576SQ|2LPCM,5.1LPCM,Dolby
